17|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3957|2023122301|22/12/2023|13:08|22/12/2023|20:42|PG2|02|GD04|02|||||||||||||PG2-02|722C-G-G2|22/12/2023|20:42|23/12/2023|07:55||3|PC5C2-BY006-00|TRANSCEIVER  TELEPHONE|7U76|ZI   -  13|10|30|3||E|22/12/2023|13:08|21/12/2023|18:08|21/12/2023|18:08||21/12/2023|07:30|2312||||
18|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OW|1|1G FTTL1OWA1901|2023122301|20/12/2023|00:00|23/12/2023|10:30|-|-||||||||||||||||||||||1|P2600-0D007-T2|RECEIVER ASSY, RADIO&DISPLAY,EDA|1||3|3|1|||23/12/2023|10:30|22/12/2023|17:00|22/12/2023|17:00||20/12/2023|17:01|||||
19|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OW|1|1G FTTL1OWA1901|2023122301|20/12/2023|00:00|23/12/2023|10:30|-|-||||||||||||||||||||||2|P2600-0D008-T2|RECEIVER ASSY, RADIO&DISPLAY,EDA|1||3|21|7|||23/12/2023|10:30|22/12/2023|17:00|22/12/2023|17:00||20/12/2023|17:01|||||
20|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3958|2023122302|23/12/2023|00:00|23/12/2023|08:06|PG2|08|GD04|01|||||||||||||PG2-08|722C-G-G2|23/12/2023|08:06|23/12/2023|10:38||1|86764-YY010-00|ANTENNA  TELEPHONE|583V|ZF   -  06|12|12|1||C|23/12/2023|00:00|22/12/2023|05:00|22/12/2023|05:00||21/12/2023|07:30|2312||||
21|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3958|2023122302|23/12/2023|00:00|23/12/2023|08:06|PG2|08|GD04|01|||||||||||||PG2-08|722C-G-G2|23/12/2023|08:06|23/12/2023|10:38||2|86741-BP010-00|TRANSCEIVER  TELEPHONE|B799|ZI   -  13|10|10|1||E|23/12/2023|00:00|22/12/2023|05:00|22/12/2023|05:00||21/12/2023|07:30|2312||||
22|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3958|2023122302|23/12/2023|00:00|23/12/2023|08:06|PG2|08|GD04|01|||||||||||||PG2-08|722C-G-G2|23/12/2023|08:06|23/12/2023|10:38||3|PC5C2-BY006-00|TRANSCEIVER  TELEPHONE|7U76|ZI   -  13|10|40|4||E|23/12/2023|00:00|22/12/2023|05:00|22/12/2023|05:00||21/12/2023|07:30|2312||||
23|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3959|2023122303|23/12/2023|00:00|23/12/2023|08:06|PG2|14|GD04|01|||||||||||||PG2-14|722C-G-G2|23/12/2023|08:06|23/12/2023|14:12||1|86741-BP010-00|TRANSCEIVER  TELEPHONE|B799|ZI   -  13|10|20|2||E|23/12/2023|00:00|22/12/2023|05:00|22/12/2023|05:00||21/12/2023|07:30|2312||||
24|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3959|2023122303|23/12/2023|00:00|23/12/2023|08:06|PG2|14|GD04|01|||||||||||||PG2-14|722C-G-G2|23/12/2023|08:06|23/12/2023|14:12||2|PC5C2-BY006-00|TRANSCEIVER  TELEPHONE|7U76|ZI   -  13|10|40|4||E|23/12/2023|00:00|22/12/2023|05:00|22/12/2023|05:00||21/12/2023|07:30|2312||||
25|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3960|2023122304|23/12/2023|00:00|23/12/2023|08:06|PG2|20|GD04|01|||||||||||||PG2-20|722C-G-G2|23/12/2023|08:06|23/12/2023|19:55||1|86764-YY010-00|ANTENNA  TELEPHONE|583V|ZF   -  06|12|12|1||C|23/12/2023|00:00|22/12/2023|05:00|22/12/2023|05:00||21/12/2023|07:30|2312||||
26|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3960|2023122304|23/12/2023|00:00|23/12/2023|08:06|PG2|20|GD04|01|||||||||||||PG2-20|722C-G-G2|23/12/2023|08:06|23/12/2023|19:55||2|86741-BP010-00|TRANSCEIVER  TELEPHONE|B799|ZI   -  13|10|20|2||E|23/12/2023|00:00|22/12/2023|05:00|22/12/2023|05:00||21/12/2023|07:30|2312||||
27|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|G|GATEWAY|OG|1|1G FTTL1OGA3960|2023122304|23/12/2023|00:00|23/12/2023|08:06|PG2|20|GD04|01|||||||||||||PG2-20|722C-G-G2|23/12/2023|08:06|23/12/2023|19:55||3|PC5C2-BY006-00|TRANSCEIVER  TELEPHONE|7U76|ZI   -  13|10|30|3||E|23/12/2023|00:00|22/12/2023|05:00|22/12/2023|05:00||21/12/2023|07:30|2312||||
28|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|P|BANPHO|OP|1|1P FTTL1OPA1192|2023122501|20/12/2023|00:00|25/12/2023|15:00|-|-||||||||||||||||||||||1|PC5C2-0K00R-T2|TRANSCEIVER, TELEPHONE SET|1||5|55|11|||25/12/2023|15:00|22/12/2023|17:00|22/12/2023|17:00||20/12/2023|17:01|||||
29|FTTL|1|DENSO TEN (THAILAND) LIMITED. (PIO)|S|SAMRONG|OS|1|1S FTTL1OSA1847|2023122501|20/12/2023|00:00|25/12/2023|13:20|-|-||||||||||||||||||||||1|PC5C2-0K00R-T2|TRANSCEIVER, TELEPHONE SET|1||5|20|4|||25/12/2023|13:20|22/12/2023|17:00|22/12/2023|17:00||20/12/2023|17:01|||||
